Id da Instalação;Id do Equipamento;Nome;Id Tipo de Equipamento;Tipo de Rede;Agente Proprietário;Número da Outorga;Capacidade CPST Longa sem Limitação (A);Capacidade CPST Curta sem Limitação (A);Capacidade CPST Longa com Limitação (A);Capacidade CPST Curta com Limitação (A);Fator Limitante de Longa;Fator Limitante de Curta;Resistência (%);Reatância Fixa (%);Susceptância Shunt (MVAr);Comprimento (Km);Tipo do Cabo Pára-raio;Tensão;Data de Necessidade do SIN;Data Entrada;Data Prevista
PRLON ;PRLON-5SDI-2        ;LT  525 kV LONDRINA ESU         / SARANDI              C 2  PR          ;LTR;BASICA         ;INTERLIGAÇÃO ELÉTRICA IVAÍ S.A.                                ;005/2016  ;3200;3985;3200;3985;;;0.04;0.76;112;76;;525;31/01/2017;01/11/2022;21/02/2022
PRLON ;PRLON-5SDI-1        ;LT  525 kV LONDRINA ESU         / SARANDI              C 1  PR          ;LTR;BASICA         ;INTERLIGAÇÃO ELÉTRICA IVAÍ S.A.                                ;005/2016  ;3200;3985;3200;3985;;;0.04;0.76;112;76;;525;31/01/2017;01/11/2022;21/02/2022
PRPVN ;PRPVN-2SDI-2        ;LT  230 kV PARANAVAI NOR        / SARANDI              C 2  PR          ;LTR;BASICA         ;INTERLIGAÇÃO ELÉTRICA IVAÍ S.A.                                ;005/2016  ;804;957;804;957;;;1.25;7.66;15;85;;230;31/01/2017;15/01/2023;01/04/2022
PRPVN ;PRPVN-2SDI-1        ;LT  230 kV PARANAVAI NOR        / SARANDI              C 1  PR          ;LTR;BASICA         ;INTERLIGAÇÃO ELÉTRICA IVAÍ S.A.                                ;005/2016  ;804;957;804;957;;;1.25;7.66;15;85;;230;31/01/2017;15/01/2023;01/04/2022
RSCAC3;RSCAC32GRA21        ;LT  230 kV CACHOEIRINHA3        / GRAVATAI2            C 1  RS          ;LTR;BASICA         ;CPFL TRANSMISSAO S.A.                                          ;001/2020  ;729;919;729;919;;;0.09;0.46;1;5;;230;28/02/2014;26/11/2023;30/09/2024
RSCAC3;RSCAC32CIN-1        ;LT  230 kV CACHOEIRINHA3        / C.INDUSTRIAL         C 1  RS          ;LTR;BASICA         ;CPFL TRANSMISSAO S.A.                                          ;001/2020  ;729;919;729;919;;;0.13;0.71;1;8;;230;28/02/2014;26/11/2023;30/09/2024
RSGUA3;RSGUA32NSR-1        ;LT  230 kV GUAIBA 3             / NOVA STA RITA        C 1  RS          ;LTR;BASICA         ;;;;;;;;;;;;36;;230;31/01/2018;;31/12/2022
PEGRD ;PEGRD-2PAR-1        ;LT  230 kV GARANHUNS II         / PARANATAMA           C P1 PE          ;LTR;COMPLEMENTAR   ;EOLICA SERRA DAS VACAS I S.A.                                  ;;;;;;;;0.88;4.55;8;45;;230;;18/12/2015;30/04/2016
PICHP3;PICP3-2CNP-1        ;LT  230 kV CHAPADA III          / CURRAL PIAUI II      C L2 PI          ;LTR;BASICA         ;SIMÕES TRANSMISSORA DE ENERGIA ELÉTRICA S.A.                   ;;739;835;684;684;Rede de MT;Rede de MT;1.57;7.53;13;74;;230;;16/01/2016;30/12/2015
ROSNLR;ROSNLR2PV--2        ;LT  230 kV SE STO ANT LR        / PORTO VELHO          C 2  RO          ;LTR;COMPLEMENTAR   ;SANTO ANTONIO ENERGIA SA                                       ;;;;;;;;0.26;1.84;4;20;;230;;03/01/2017;31/07/2016
ROSNLR;ROSNLR2PV--1        ;LT  230 kV SE STO ANT LR        / PORTO VELHO          C 1  RO          ;LTR;COMPLEMENTAR   ;SANTO ANTONIO ENERGIA SA                                       ;;;;;;;;0.26;1.84;4;20;;230;;03/01/2017;31/07/2016
CEAUD ;CEAUD-2ITC-1        ;LT  230 kV ACARAU II            / ITAREMA V            C P1 CE          ;LTR;COMPLEMENTAR   ;EOLICA ITAREMA V S.A.                                          ;;;;;;;;0.40;2.40;5;26;;230;;01/01/2016;31/03/2017
SPSTCA;SPSTCA5STTB2        ;LT  500 kV CAMPINAS             / ITATIBA              C 2  SP          ;LTR;BASICA         ;TRANSMISSORA DE ENERGIA CAMPINAS ITATIBA - SPE LTDA.           ;013/2015  ;2860;4000;2860;4000;;;0.02;0.27;39;25;;500;31/10/2017;07/11/2021;30/01/2021
BAICA ;BAICA-5POD-1        ;LT  500 kV IBICOARA             / POCOES III           C L5 BA          ;LTR;BASICA         ;EDTE - EMPRESA DIAMANTINA DE TRANSMISSÃO DE ENERGIA S.A.       ;013/2015  ;2890;3465;2890;3465;;;0.09;1.26;354;164;;500;30/04/2015;22/12/2019;31/01/2020
RSCTA ;RSCTA-5MLO-1UY      ;LT  525 kV CANDIOTA             / MELO                 C 1  RS/UY       ;LTR;COMPLEMENTAR   ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;;;;;;0.15;1.48;173;123;;525;;05/08/2016;30/12/2015
BACTA ;BACTA-2IGD-1        ;LT  230 kV CAETITE A            / IGAPORA II           C P4 BA          ;LTR;COMPLEMENTAR   ;EOLICA CAETITE A S.A.                                          ;;;;;;;;0.42;2.18;4;21;;230;;09/09/2015;31/10/2015
PICHP2;PICP2-2PIC-P1       ;LT  230 kV CHAPADA II           / PICOS                C P1 PI          ;LTR;BASICA         ;SIMÕES TRANSMISSORA DE ENERGIA ELÉTRICA S.A.                   ;;707;835;707;835;;;1.74;8.31;15;85;;230;;16/06/2015;31/08/2015
PICHP1;PICH1-2CNP-1        ;LT  230 kV CHAPADA I            / CURRAL PIAUI II      C L3 PI          ;LTR;BASICA         ;SIMÕES TRANSMISSORA DE ENERGIA ELÉTRICA S.A.                   ;;739;835;739;835;;;1.08;5.18;9;53;;230;;18/12/2015;31/10/2015
PICNP ;PICNP-5SJI-1        ;LT  500 kV CURRAL PIAUI II      / S.JOAO PIAUI         C C1 PI          ;LTR;BASICA         ;IRACEMA TRANSMISSORA DE ENRGIA S.A                             ;;2300;2300;2300;2300;;;0.13;1.92;280;181;;500;;13/08/2015;30/11/2015
BACFO ;BACFO-2SNB-1        ;LT  230 kV CAMPO FORMOSO        / SR.BONFIM II         C C1 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;631;795;631;795;;;1.21;6.36;11;65;;230;;10/10/2015;30/11/2015
CEAUD ;CEAUD-2SBT-3        ;LT  230 kV ACARAU II            / SOBRAL III           C 3  CE          ;LTR;BASICA         ;;;;;;;;;1.36;10.07;16;97;;230;31/01/2018;;31/12/2022
PASNA ;PASNA-2XG--2        ;LT  230 kV SANT. ARAGUAIA       / XINGUARA 2           C 2  PA          ;LTR;BASICA         ;ENERGISA PARÁ TRANSMISSORA DE ENERGIA I S.A.                   ;005/2016  ;700;880;700;880;;;3.97;24.29;49;267;;230;31/01/2018;13/11/2020;11/02/2022
PASNA ;PASNA-2XG--1        ;LT  230 kV SANT. ARAGUAIA       / XINGUARA 2           C 1  PA          ;LTR;BASICA         ;ENERGISA PARÁ TRANSMISSORA DE ENERGIA I S.A.                   ;005/2016  ;700;880;700;880;;;3.97;24.29;49;267;;230;31/01/2018;13/11/2020;11/02/2022
MACXD ;MACXD-2PR--1        ;LT  230 kV CAXIAS II            / PERITORO             C 1  MA          ;LTR;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;005/2016  ;586;738;586;738;;;2.32;11.47;20;118;;230;31/01/2017;13/06/2021;22/01/2021
MACXD ;MACXD-2CH--1        ;LT  230 kV CAXIAS II            / COELHO NETO          C 1  MA          ;LTR;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;005/2016  ;586;738;586;738;;;1.96;9.39;17;104;;230;31/01/2017;20/06/2021;22/01/2021
SPAZL ;SPAZL-4SAA-1        ;LT  440 kV AGUA AZUL            / SANTO ANGELO         C 1  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;013/2015  ;2664;3212;2000;2000;Dest:SC,TC(FT1,3);Destino: SC;0.04;0.55;33;1;;440;30/04/2017;26/01/2019;31/01/2019
SPAZL ;SPAZL-4BOJ-1        ;LT  440 kV AGUA AZUL            / BOM JARDIM           C 1  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;013/2015  ;2664;3212;2000;2400;Desino: TC(FT1,2);Desino: TC(FT1,2);0.11;1.42;87;118;;440;30/04/2017;26/01/2019;31/01/2019
PRCPNN;PRCPNN2UBR-2        ;LT  230 kV CURIT. CENTRO        / UBERABA              C 2  PR          ;LTR;BASICA         ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;005/2015  ;910;1205;910;1205;;;0.05;0.40;32;8;;230;31/12/2018;17/09/2019;04/09/2019
PRCBS ;PRCBS-2UBR-1        ;LT  230 kV CURITIBA SUL         / UBERABA              C 1  PR          ;LTR;BASICA         ;;;;;;;;;;;;8;;230;31/12/2018;;31/12/2022
PRCBS ;PRCBS-2UMB-1        ;LT  230 kV CURITIBA SUL         / UMBARA               C 1  PR          ;LTR;BASICA         ;;;;;;;;;;;;8;;230;31/12/2018;;31/12/2022
PRCPNN;PRCPNN2UBR-1        ;LT  230 kV CURIT. CENTRO        / UBERABA              C 1  PR          ;LTR;BASICA         ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;005/2015  ;910;1205;910;1205;;;0.05;0.40;32;8;;230;31/12/2018;17/09/2019;04/09/2019
MGSTIT;MGSTIT3VGAQ1        ;LT  345 kV ITUTINGA             / VARGINHA 4           C 1  MG          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;005/2015  ;1428;1799;1428;1799;cabo;cabo;0.32;3.47;58;111;;345;31/01/2019;27/11/2023;04/07/2021
MGUSFU;MGUSFU3VGAQ1        ;LT  345 kV FURNAS               / VARGINHA 4           C 1  MG          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;005/2015  ;1428;1799;1428;1799;cabo;cabo;0.46;4.94;83;157;;345;31/01/2019;27/11/2023;04/07/2021
BAGOI ;BAGOI-2IRE-1        ;LT  230 kV GENTIO OURO I        / IRECE                C P1 BA          ;LTR;COMPLEMENTAR   ;ASSURUA 1 II ENERGIA S.A.                                      ;;;;;;;;1.09;7.59;27;111;;230;;05/04/2016;28/02/2016
PRFRA ;PRFRA-2KCL-1        ;LT  230 kV FIGUEIRA             / KLABIN CELULOSE      C 1  PR          ;LTR;BASICA         ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;836;980;836;980;;;1.22;7.78;15;83;;230;;16/08/2015;28/02/2016
PRKCL ;PRKCL-2MUA-1        ;LT  230 kV KLABIN CELULOSE      / SE.MAUA              C 1  PR          ;LTR;BASICA         ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;820;1046;820;1046;;;0.46;3.48;8;138;;230;;16/08/2015;28/02/2016
PBCGT ;PBCGT-5PFE-1PE      ;LT  500 kV C.GRANDE III         / PAU FERRO            C Z5 PB/PE       ;LTR;BASICA         ;CGI - TRANSMISSORA CAMPINA GRANDE IGARAÇU S.A.                 ;005/2016  ;3092;3896;3092;3896;;;0.09;1.39;206;131;;500;30/04/2015;07/04/2020;15/01/2020
PRBXI ;PRUHBI2RZS-1        ;LT  230 kV BAIXO IGUACU         / REALEZA SUL          C 1  PR          ;LTR;BASICA         ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;005/2015  ;950;1130;950;1130;;;0.41;3.36;7;35;;230;30/06/2018;04/08/2019;04/03/2021
PRCEL ;PRCEL-2MNO-1        ;LT  230 kV CASCAVEL             / MEDIANEIRA NT        C 1  PR          ;LTR;BASICA         ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;005/2015  ;713;876;713;876;;;1.13;7.05;13;70;;230;31/12/2018;02/06/2019;04/10/2019
PRFON ;PRFIN-2MNO-1        ;LT  230 kV F.IGUACUNORTE        / MEDIANEIRA NT        C 1  PR          ;LTR;BASICA         ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;005/2015  ;713;876;713;876;;;0.88;5.54;10;51;;230;31/12/2018;02/06/2019;04/10/2019
PRCVO ;PRCVO-2MNO-1        ;LT  230 kV CASCAVEL OEST        / MEDIANEIRA NT        C 1  PR          ;LTR;BASICA         ;EVOLTZ VII - FOZ DO IGUAÇU TRANSMISSORA DE ENERGIA S.A.        ;005/2015  ;714;961;714;961;;;1.06;6.00;11;59;;230;31/12/2018;14/07/2019;04/10/2019
MTPRG ;MTPRG-5SP--1        ;LT  500 kV PARANATINGA          / SINOP                C 1  MT          ;LTR;BASICA         ;MATRINCHA TRANSMISSORA DE ENERGIA S A                          ;7173/18   ;3000;3780;3000;3780;;;0.20;3.10;446;297;;500;31/01/2020;24/08/2020;01/07/2020
ROAQ  ;ROAQ--2JP--4        ;LT  230 kV ARIQUEMES            / JI-PARANA            C 4  RO          ;LTR;BASICA         ;ARGO III TRANSMISSÃO DE ENERGIA S.A.                           ;005/2016  ;1400;1750;1400;1750;;;1.27;9.51;47;165;;230;31/01/2018;22/05/2020;30/06/2020
ROSM  ;ROSM--2AQ--4        ;LT  230 kV SAMUEL               / ARIQUEMES            C 4  RO          ;LTR;BASICA         ;ARGO III TRANSMISSÃO DE ENERGIA S.A.                           ;005/2016  ;1400;1750;1400;1750;;;1.19;8.94;44;150;;230;31/01/2018;13/07/2020;30/06/2020
MTJU  ;MTJU--5CB--2        ;LT  500 kV JAURU                / SE CUIABA            C 2  MT          ;LTR;BASICA         ;SPE SANTA LUCIA TRANSMISSORA DE ENERGIA S.A.                   ;005/2015  ;2840;3380;2840;3380;;;0.32;4.66;439;355;;500;31/12/2016;30/04/2019;02/05/2019
RJSTCM;RJSTCM3SRNS2ES      ;LT  345 kV CAMPOS               / RIO NOVO SUL         C 2  RJ/ES       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;013/2015  ;1428;1799;1428;1250;SC;SC;0.35;3.79;64;121;;345;31/01/2019;12/09/2019;30/11/2019
ESSRNS;ESSRNS3STVT1        ;LT  345 kV RIO NOVO SUL         / VITORIA              C 1  ES          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;013/2015  ;1428;1799;1200;1200;TC;TC;0.30;3.28;55;104;;345;31/01/2019;25/08/2019;30/11/2019
RJSTCM;RJSTCM3SRNS1ES      ;LT  345 kV CAMPOS               / RIO NOVO SUL         C 1  RJ/ES       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;013/2015  ;1428;1799;1428;1200;SC;SC;0.34;3.79;64;121;;345;30/06/2016;25/08/2019;30/11/2019
ESSRNS;ESSRNS3STVA1        ;LT  345 kV RIO NOVO SUL         / VIANA                C 1  ES          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;013/2015  ;1428;1799;1250;1250;SC;SC;0.23;2.47;42;79;;345;30/06/2016;12/09/2019;30/11/2019
ESLNR ;ESLNR-2SSMD1        ;LT  230 kV LINHARES             / SAO MATEUS 2         C 1  ES          ;LTR;BASICA         ;HORIZON TRANSMISSÃO ES S.A.                                    ;013/2015 2;755;950;755;950;;;1.61;9.50;17;113;;230;31/01/2016;23/12/2018;31/12/2018
ESSJND;ESSJND5MESQ1MG      ;LT  500 kV JOAO NEIVA 2         / MESQUITA             C 1  ES/MG       ;LTR;BASICA         ;EMPRESA SUDESTE DE TRANSMISSÃO DE ENERGIA S.A.                 ;013/2015 2;3174;4000;3174;4000;;;0.16;2.90;323;236;;500;31/07/2016;03/03/2023;15/12/2021
ESSJND;ESSJND3STVD1        ;LT  345 kV JOAO NEIVA 2         / VIANA 2              C 1  ES          ;LTR;BASICA         ;INTERLIGAÇÃO ELÉTRICA ITAÚNAS S.A.                             ;013/2015 2;1430;1800;1430;1800;;;0.22;2.29;42;79;;345;31/07/2016;04/03/2023;30/04/2022
SCBLU ;SCBLU-5CBL-1PR      ;LT  525 kV BLUMENAU             / CURIT.LESTE          C 1  SC/PR       ;LTR;BASICA         ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;005/2015  ;2700;3215;2700;3215;;;0.13;1.65;208;145;;525;28/02/2014;28/03/2021;24/01/2021
PECE2 ;PECE2-2GRD-1        ;LT  230 kV CAETES II            / GARANHUNS II         C P2 PE          ;LTR;BASICA         ;ARCOVERDE TRANSMISSAO DE ENERGIA S.A.                          ;;661;661;661;661;;;0.96;4.59;8;45;;230;;25/12/2015;30/12/2015
PEARD ;PEARD-2CE2-1        ;LT  230 kV ARCOVERDE II         / CAETES II            C P1 PE          ;LTR;BASICA         ;ARCOVERDE TRANSMISSAO DE ENERGIA S.A.                          ;005/2016  ;1000;1150;1000;1150;;;0.74;4.43;9;48;;230;31/01/2017;17/04/2019;30/04/2019
PEARD ;PEARD-2GRD-1        ;LT  230 kV ARCOVERDE II         / GARANHUNS II         C P4 PE          ;LTR;BASICA         ;ARCOVERDE TRANSMISSAO DE ENERGIA S.A.                          ;005/2016  ;1000;1150;1000;1150;;;1.25;7.47;15;81;;230;31/01/2017;17/04/2019;20/04/2019
SCJLB ;SCJLB-2TSU-1        ;LT  230 kV J.LACERDA-B          / TUBARAO SUL          C 1  SC          ;LTR;BASICA         ;INTERLIGAÇÃO ELÉTRICA SUL S.A                                  ;013/2015  ;755;950;755;950;;;0.28;1.94;4;21;;230;28/02/2014;10/05/2021;27/06/2020
SCSID ;SCSID-2TSU-1        ;LT  230 kV SIDEROPOL.ESU        / TUBARAO SUL          C 1  SC          ;LTR;BASICA         ;INTERLIGAÇÃO ELÉTRICA SUL S.A                                  ;013/2015  ;755;950;755;950;;;0.47;3.31;7;36;;230;28/02/2014;10/05/2021;27/06/2020
SENSC ;SENSC-2PEN-2AL      ;LT  230 kV NSA.SRA.SOCORRO      / PENEDO               C S7 SE/AL       ;LTR;BASICA         ;ETENE - EMPRESA TRANSMISSORA DE ENERGIA DO NORDESTE S/A        ;005/2016  ;630;790;630;790;;;2.08;10.31;19;110;;230;31/01/2017;08/01/2021;11/08/2021
ALUXG ;ALUXG-5JDM-2SE      ;LT  500 kV USINA XINGO          / JARDIM               C V8 AL/SE       ;LTR;BASICA         ;LEST – LINHAS DE ENERGIA DO SERTÃO TRANSMISSORA S.A            ;005/2016  ;2525;3180;2525;3180;;;0.17;2.01;213;161;;500;30/04/2015;12/12/2020;30/05/2020
BAPAQ ;BAPAQ-5ULG-2PE      ;LT  500 kV P. AFONSO IV_SE      / US. L.GONZAGA        C C2 BA/PE       ;LTR;BASICA         ;LEST – LINHAS DE ENERGIA DO SERTÃO TRANSMISSORA S.A            ;005/2016  ;2525;3180;2525;3180;;;0.04;0.48;51;38;;500;31/01/2017;23/02/2020;29/01/2020
SCFHA ;SCFHA-2SID21        ;LT  230 kV FORQUILHINHA         / SIDEROPOLIS 2        C 1  SC          ;LTR;BASICA         ;EDP TRANSMISSAO ALIANCA SC S.A.                                ;005/2016  ;860;1090;860;1090;;;0.36;2.54;5;28;;230;28/02/2014;13/06/2021;11/08/2022
SCSID ;SCSID-2SID22        ;LT  230 kV SIDEROPOL.ESU        / SIDEROPOLIS 2        C 2  SC          ;LTR;BASICA         ;EDP TRANSMISSAO ALIANCA SC S.A.                                ;005/2016  ;1510;1950;1510;1950;;;0.04;0.41;2;8;;230;28/02/2014;18/02/2022;11/08/2022
SCSID ;SCSID-2SID21        ;LT  230 kV SIDEROPOL.ESU        / SIDEROPOLIS 2        C 1  SC          ;LTR;BASICA         ;EDP TRANSMISSAO ALIANCA SC S.A.                                ;005/2016  ;1510;1950;1510;1950;;;0.05;0.41;2;8;;230;28/02/2014;18/02/2022;11/08/2022
SCATA ;SCABT-5CNO-2        ;LT  525 kV ABDON BATISTA        / C.NOVOS              C 2  SC          ;LTR;BASICA         ;EDP TRANSMISSAO ALIANCA SC S.A.                                ;005/2016  ;2920;4145;2920;4145;;;0.03;0.44;58;39;;525;28/02/2014;18/02/2022;11/08/2022
SCBIG ;SCBIG-5SID21        ;LT  525 kV BIGUACU              / SIDEROPOLIS 2        C 1  SC          ;LTR;BASICA         ;EDP TRANSMISSAO ALIANCA SC S.A.                                ;005/2016  ;3405;3985;3405;3985;;;0.09;1.68;223;151;;525;31/01/2018;13/06/2021;11/08/2022
MGBARR;MGBARR3SAR-1        ;LT  345 kV BARREIRO 1           / SARZEDO              C 1  MG          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;005/2015  ;1298;1635;1298;1635;cabo;cabo;0.08;0.68;12;23;;345;31/01/2018;24/04/2023;04/07/2021
MGPIME;MGPIME3SAR-1        ;LT  345 kV PIMENTA              / SARZEDO              C 1  MG          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;005/2015  ;1298;1635;1298;1635;cabo;cabo;0.67;5.83;91;178;;345;31/01/2018;24/04/2023;04/07/2021
MGBARR;MGBARR3BET-1        ;LT  345 kV BARREIRO 1           / BETIM 6              C 1  MG          ;LTR;BASICA         ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;005/2015  ;956;1358;956;1358;;;0.12;1.17;19;37;;345;31/01/2018;07/09/2023;04/07/2021
MGBET ;MGBET-3NEVE1        ;LT  345 kV BETIM 6              / NEVES 1              C 1  MG          ;LTR;BASICA         ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;005/2015  ;956;1358;956;1358;;;0.06;0.59;10;19;;345;31/01/2018;07/09/2023;04/07/2021
MGSTIT;MGSTIT3JCAB1        ;LT  345 kV ITUTINGA             / JECEABA              C 1  MG          ;LTR;BASICA         ;MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.                       ;005/2015  ;1880;2315;1880;2315;;;0.33;3.21;59;106;;345;30/04/2015;15/10/2023;03/06/2021
MGITB2;MGITB23JCAB2        ;LT  345 kV ITABIRITO 2          / JECEABA              C 2  MG          ;LTR;BASICA         ;MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.                       ;005/2015  ;1880;2315;1880;2315;;;0.14;1.38;23;44;;345;30/04/2015;15/10/2023;03/06/2021
MGBET ;MGBET-3SAR-1        ;LT  345 kV BETIM 6              / SARZEDO              C 1  MG          ;LTR;BASICA         ;MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.                       ;005/2015  ;2640;3150;2640;3150;;;0.10;1.17;27;23;;345;31/01/2018;25/04/2023;04/07/2021
MGSLA4;MGSLA43BET-1        ;LT  345 kV SETE LAGOAS 4        / BETIM 6              C 1  MG          ;LTR;BASICA         ;MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.                       ;005/2015  ;1810;2160;1810;2160;;;0.15;1.34;24;47;;345;31/01/2018;25/04/2023;04/07/2021
MTJU  ;MTJU--2VD--2        ;LT  230 kV JAURU                / VARZ.GRANDE 2        C 1  MT          ;LTR;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;4967/14   ;1336;1683;1336;1683;;;2.55;21.92;85;341;;230;28/02/2014;22/06/2016;19/06/2016
MTCX  ;MTCX--2VD--2        ;LT  230 kV COXIPO               / VARZ.GRANDE 2        C 1  MT          ;LTR;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;4967/14   ;1336;1683;1336;1683;;;0.23;1.93;7;25;;230;28/02/2014;19/06/2016;30/07/2016
RSMBR ;RSMBR-2MBR32        ;LT  230 kV MACAMBARA            / MACAMBARA 3          C 2  RS          ;LTR;BASICA         ;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;004/2018  ;1108;1319;1108;1319;;;0.01;0.11;0;2;;230;;25/08/2023;22/03/2024
RSMBR3;RSMBR32STA-2        ;LT  230 kV MACAMBARA 3          / SANTO ANGELO         C 2  RS          ;LTR;BASICA         ;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;004/2018  ;1108;1319;1108;1319;;;2.44;18.25;36;200;;230;;25/08/2023;22/03/2024
MGPJU ;MGPJU-3SLA42        ;LT  345 kV P. JUSCELINO         / SETE LAGOAS 4        C 2  MG          ;LTR;BASICA         ;MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.                       ;005/2015  ;1810;2160;1810;2160;;;0.35;3.12;56;101;;345;31/01/2018;25/04/2023;04/07/2021
