Id da Instala��o;Id do Equipamento;Nome;Id Tipo de Equipamento;Tipo de Rede;Agente Propriet�rio;N�mero da Outorga;Capacidade CPST Longa sem Limita��o (A);Capacidade CPST Curta sem Limita��o (A);Capacidade CPST Longa com Limita��o (A);Capacidade CPST Curta com Limita��o (A);Fator Limitante de Longa;Fator Limitante de Curta;Resist�ncia (%);Reat�ncia Fixa (%);Suscept�ncia Shunt (MVAr);Comprimento (Km);Tipo do Cabo P�ra-raio;Tens�o;Data de Necessidade do SIN;Data Entrada;Data Prevista
RNCMM ;RNCMM-2JCD-1        ;LT  230 kV CEARA MIRIM 2        / JOAO CAMARA 2        C C1 RN          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2011  ;1380;1740;1380;1740;;;0.46;4.81;19;72;;230;31/03/2013;17/09/2014;30/10/2014
PBCGD ;PBCGD-2CGT-1        ;LT  230 kV C.GRANDE II          / C.GRANDE III         C V5 PB          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2011  ;1265;1590;1265;1590;;;0.09;0.65;2;9;;230;31/03/2013;12/05/2015;30/04/2015
PBCGT ;PBCGT-5CMM-1RN      ;LT  500 kV C.GRANDE III         / CEARA MIRIM 2        C L2 PB/RN       ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2011  ;3092;3895;3092;3895;;;0.14;2.21;297;201;;500;31/03/2013;10/05/2015;30/04/2015
RNCMM ;RNCMM-5JCT-1        ;LT  500 kV CEARA MIRIM 2        / J. CAMARA III        C L1 RN          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2011  ;3092;3895;3092;3895;;;0.04;0.68;98;64;;500;31/03/2013;25/09/2014;30/10/2014
BABJS ;BABJS-2BMC-1        ;LT  230 kV B.JESUS LAPA         / BROTAS.MACAUBAS      C F5 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;631;795;631;795;;;3.84;19.73;35;210;;230;;17/06/2012;30/06/2012
BABMC ;BABMC-2IRE-1        ;LT  230 kV BROTAS.MACAUBAS      / IRECE                C F2 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;631;795;631;795;;;2.54;13.10;23;135;;230;;17/06/2012;30/06/2012
CEAQR ;CEAQR-2BNB-3        ;LT  230 kV AQUIRAZ II           / BANABUIU             C C8 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;005/2009  ;770;770;770;770;;;3.02;14.22;39;184;;230;31/12/2011;11/12/2013;30/12/2013
CEAQR ;CEAQR-2FTZ-3        ;LT  230 kV AQUIRAZ II           / FORTALEZA            C F3 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;005/2009  ;770;770;770;770;;;0.55;2.69;6;32;;230;31/12/2011;11/12/2013;30/12/2013
CEAUD ;CEAUD-2SBT-2        ;LT  230 kV ACARAU II            / SOBRAL III           C P3 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;006/2010  ;630;800;630;800;;;1.36;10.07;16;97;;230;;02/02/2016;31/01/2016
BABJD ;BABJD-2IGD-1        ;LT  230 kV BOM.JES.LAPA II      / IGAPORA II           C F6 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;006/2010  ;1619;1890;1619;1890;;;0.86;8.46;29;115;;230;;30/05/2014;31/05/2014
RNPRS ;RNPRS-2ACD-3        ;LT  230 kV PARAISO              / ACU II               C L5 RN          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;006/2010  ;750;895;750;895;;;2.49;12.58;23;133;;230;;25/09/2022;15/01/2021
RNETD ;RNETD-2NTS-1        ;LT  230 kV EXTREMOZ II          / NATAL III            C F3 RN          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;006/2010  ;1262;1590;1262;1590;;;0.15;1.11;4;17;;230;;16/02/2014;28/02/2014
RNUAD ;RNUAD-0ALG-1        ;LT 34P5 kV ALEGRIA II           / ALEGRIA              C C6 RN          ;LTR;COMPLEMENTAR   ;NEW ENERGY OPTIONS GERAÇÃO DE ENERGIA S.A.                     ;;;;;;;;6.59;48.12;1;3;;35;;15/11/2012;30/12/2011
RNUAU ;RNUAU-0ALG-1        ;LT 34P5 kV EOL ALEGRIA I        / ALEGRIA              C C1 RN          ;LTR;COMPLEMENTAR   ;NEW ENERGY OPTIONS GERAÇÃO DE ENERGIA S.A.                     ;;;;;;;;6.59;48.12;1;6;;35;;30/12/2011;30/12/2011
PBEPA ;PBEPA-2MRD-1        ;LT  230 kV EPASA                / MUSSURE II           C P1 PB          ;LTR;COMPLEMENTAR   ;CENTRAIS ELÉTRICAS DA PARAÍBA S.A                              ;;;;;;;;0.01;0.02;0;5;;230;;22/12/2010;31/01/2011
BACMQ ;BACMQ-2CTG-1        ;LT  230 kV CAMACARI IV          / COTEGIPE             C M6 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;2891/11   ;880;880;880;880;;;0.42;2.21;6;1;;230;31/12/2009;31/05/2014;01/06/2014
BACMQ ;BACMQ-2JCR-1        ;LT  230 kV CAMACARI IV          / JACARACANGA          C C3 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;2891/11   ;880;880;880;880;;;0.37;1.81;5;20;;230;31/12/2009;31/08/2014;31/08/2014
BACMQ ;BACMQ-2JCR-2        ;LT  230 kV CAMACARI IV          / JACARACANGA          C C4 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;2891/11   ;880;880;880;880;;;0.36;1.81;5;20;;230;31/12/2009;10/08/2014;31/08/2014
BACMQ ;BACMQ-2PLO-2        ;LT  230 kV CAMACARI IV          / POLO                 C C2 BA          ;LTR;BASICA         ;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S.A.                  ;2920/11   ;628;791;628;791;;;0.23;1.01;3;10;;230;31/12/2009;19/01/2015;30/12/2014
BACMQ ;BACMQ-2PLO-1        ;LT  230 kV CAMACARI IV          / POLO                 C C1 BA          ;LTR;BASICA         ;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S.A.                  ;2920/11   ;628;791;628;791;;;0.23;1.01;3;10;;230;31/12/2009;18/01/2015;30/12/2014
MAEN  ;MAEN--2MR--1        ;LT  230 kV ENCRUZO NOVO         / MIRANDA II           C 1  MA          ;LTR;BASICA         ;ENCRUZO NOVO TRANSMISSORA DE ENERGIA S.A.                      ;001/2010  ;640;850;640;850;;;3.27;19.67;40;240;;230;31/07/2012;02/07/2012;30/08/2012
ALART ;ALART-2PEN-1        ;LT  230 kV ARAPIRACA III        / PENEDO               C S9 AL          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2010  ;631;795;631;795;;;1.63;8.52;16;89;;230;31/12/2012;09/06/2013;29/06/2013
ALART ;ALART-2RLD-1        ;LT  230 kV ARAPIRACA III        / RIO LARGO II         C F1 AL          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2010  ;631;795;631;795;;;2.25;11.88;22;124;;230;31/12/2012;09/06/2013;29/06/2013
PITSD ;PITSD-2TST-2        ;LT  230 kV TERESINA II          / TERESINA III         C L6 PI          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;004/2011  ;1055;1330;1055;1330;;;0.29;1.54;6;23;;230;31/05/2011;18/10/2017;30/11/2017
PITSD ;PITSD-2TST-1        ;LT  230 kV TERESINA II          / TERESINA III         C L5 PI          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;004/2011  ;1055;1330;1055;1330;;;0.29;1.54;6;23;;230;31/05/2011;18/10/2017;30/11/2017
RNACD ;RNACD-2ALG-1        ;LT  230 kV ACU II               / ALEGRIA              C P1 RN          ;LTR;COMPLEMENTAR   ;NEW ENERGY OPTIONS GERAÇÃO DE ENERGIA S.A.                     ;;;;;;;;1.78;8.60;15;88;;230;;30/12/2011;30/12/2011
CEPCM ;CEPCM-2PCE-2        ;LT  230 kV ENERGIA PECEM        / PECEM II             C P4 CE          ;LTR;COMPLEMENTAR   ;Porto Pecem Geracao de Energia SA                              ;;;;;;;;0.00;0.67;1;3;;230;;15/10/2013;30/08/2013
CEPCM ;CEPCM-2PCE-1        ;LT  230 kV ENERGIA PECEM        / PECEM II             C P3 CE          ;LTR;COMPLEMENTAR   ;Porto Pecem Geracao de Energia SA                              ;;;;;;;;0.00;0.67;1;3;;230;;06/10/2013;31/10/2013
CEAUD ;CEAUD-2SBT-1        ;LT  230 kV ACARAU II            / SOBRAL III           C P2 CE          ;LTR;COMPLEMENTAR   ;CENTRAL EÓLICA VOLTA DO RIO S.A.                               ;;;;;;;;1.41;8.41;16;93;;230;;26/05/2010;30/04/2010
CEPCE ;CEPCE-5SBT-2        ;LT  500 kV PECEM II             / SOBRAL III           C V6 CE          ;LTR;BASICA         ;SISTEMA DE TRANSMISSÃO NORDESTE S.A.                           ;005/2009  ;3150;3150;3150;3150;;;0.12;1.88;279;175;;500;;21/04/2014;30/04/2014
BAGBL ;BAGBL-2JCR-1        ;LT  230 kV GLOBAL               / JACARACANGA          C P1 BA          ;LTR;COMPLEMENTAR   ;COMPANHIA ENERGETICA CANDEIAS                                  ;;;;;;;;0.11;0.78;1;8;;230;;07/05/2010;30/06/2010
PEGNN ;PEGNN-2NFL-1PB      ;LT  230 kV GOIANINHA            / NORFIL               C N1 PE/PB       ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;2570/10   ;502;628;502;628;;;0.88;4.67;9;50;;230;;07/05/2014;28/02/2014
PBMRD ;PBMRD-2NFL-1        ;LT  230 kV MUSSURE II           / NORFIL               C F3 PB          ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;2570/10   ;502;628;502;628;;;0.04;0.19;0;2;;230;;07/05/2014;28/02/2014
CEMPD ;CEMPD-2SBT-1        ;LT  230 kV MASSAPE II           / SOBRAL III           C P1 CE          ;LTR;COMPLEMENTAR   ;EÓLICA FORMOSA LTDA                                            ;;;;;;;;0.20;1.06;2;15;;230;;26/08/2009;30/07/2009
CEUCZS;CEUCZ-2MPD-1        ;LT  230 kV ICARAIZINHO SE       / MASSAPE II           C M2 CE          ;LTR;COMPLEMENTAR   ;CPFL ENERGIAS RENOVAVEIS S.A.                                  ;;;;;;;;1.58;8.18;15;107;;230;;14/10/2009;30/09/2009
CEUFMS;CEUFM-2MPD-1        ;LT  230 kV PRAIA FORMOS SE      / MASSAPE II           C M1 CE          ;LTR;COMPLEMENTAR   ;CPFL ENERGIAS RENOVAVEIS S.A.                                  ;;;;;;;;2.05;10.57;19;105;;230;;26/08/2009;30/07/2009
PBCGD ;PBCGD-2UTG-1        ;LT  230 kV C.GRANDE II          / UT.CAM.GRANDE        C P1 PB          ;LTR;COMPLEMENTAR   ;Borborema Energética S.A.,                                     ;;;;;;;;0.06;0.33;0;4;;230;;08/02/2011;31/01/2011
CEARC2;CEARC22RSD-1        ;LT  230 kV ARACATI II           / RUSSAS II            C P1 CE          ;LTR;COMPLEMENTAR   ;CPFL ENERGIAS RENOVAVEIS S.A.                                  ;;;;;;;;0.69;5.27;9;66;;230;;26/01/2010;30/12/2009
MAGN  ;MAGN--2MR--1        ;LT  230 kV GERANORTE            / MIRANDA II           C 1  MA          ;LTR;COMPLEMENTAR   ;Gera Maranhão Geradora de Energia do Maranhão SA               ;;;;;;;;0.02;0.21;6;3;;230;;09/01/2010;31/01/2010
CEPCE ;CEPCE-5SBT-1        ;LT  500 kV PECEM II             / SOBRAL III           C V7 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;005/2009  ;2956;3725;2956;3150;;CH;0.12;1.86;273;175;;500;31/12/2011;06/10/2013;30/10/2013
CEFZD ;CEFZD-5PCE-1        ;LT  500 kV FORTALEZA II         / PECEM II             C C2 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;005/2009  ;2956;3725;2956;3150;;CH;0.05;0.79;115;74;;500;31/12/2011;06/10/2013;30/10/2013
CEAQR ;CEAQR-2BNB-1        ;LT  230 kV AQUIRAZ II           / BANABUIU             C C6 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;3631/12   ;598;753;598;598;;LT - Altura Seg.;3.48;17.80;31;182;;230;31/12/2012;06/11/2020;26/11/2020
CEAQR ;CEAQR-2FTZ-1        ;LT  230 kV AQUIRAZ II           / FORTALEZA            C F1 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;3631/12   ;770;770;770;770;;;0.59;2.98;5;31;;230;31/12/2012;06/11/2020;26/11/2020
MALD  ;MALD--2LT--2        ;LT  230 kV SAO LUIS II          / SAO LUIS III         C 2  MA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;005/2009  ;1104;1534;1104;1534;;;0.26;2.25;9;34;;230;31/12/2011;30/10/2021;31/07/2021
BAFNL ;BAFNL-2IGB-1        ;LT  230 kV FUNIL                / ITAGIBA              C F4 BA          ;LTR;BASICA         ;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S.A.                  ;2082/09   ;628;791;628;791;;;0.59;2.56;6;29;;230;;13/09/2009;31/10/2009
BACMQ ;BACMQ-2PTU-1        ;LT  230 kV CAMACARI IV          / PITUACU              C M8 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;2891/11   ;1262;1590;1200;1200;CH;CH;0.38;2.65;12;40;;230;30/09/2007;04/05/2014;30/06/2014
BACTU ;BACTU-2CMQ-2        ;LT  230 kV CATU                 / CAMACARI IV          C M2 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;2891/11   ;631;795;631;631;;Alt. Segurança;0.46;2.47;4;25;;230;30/09/2007;04/11/2014;30/11/2019
BACTU ;BACTU-2CMQ-1        ;LT  230 kV CATU                 / CAMACARI IV          C M1 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;2891/11   ;631;795;631;631;;Alt. Segurança;0.46;2.45;4;25;;230;30/09/2007;12/10/2014;30/11/2019
PEADE ;PEADE-2PFE-1        ;LT  230 kV ALDEIA               / PAU FERRO            C P1 PE          ;LTR;COMPLEMENTAR   ;CENTRAIS ELÉTRICAS DE PERNAMBUCO S.A.                          ;;;;;;;;0.10;0.20;0;0;;230;;07/06/2009;30/06/2009
BAENP ;BAENP-2TXF-2        ;LT  230 kV EUNAPOLIS            / TEIX FREITAS II      C N6 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2009  ;750;890;750;890;;;2.63;13.75;25;152;;230;30/04/2010;01/04/2019;19/04/2019
CEBNB ;CEBNB-2ICO-1        ;LT  230 kV BANABUIU             / ICO                  C C2 CE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;1312/08   ;810;810;810;810;;;2.04;8.70;30;125;;230;30/06/2004;09/11/2012;01/12/2012
BAFRD ;BAFRD-2PLO-2        ;LT  230 kV FORD                 / POLO                 C P2 BA          ;LTR;BASICA         ;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S.A.                  ;;628;791;628;791;;;0.03;0.13;0;1;;230;30/11/2010;02/08/2009;31/07/2009
BAFRD ;BAFRD-2PLO-1        ;LT  230 kV FORD                 / POLO                 C P1 BA          ;LTR;BASICA         ;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S.A.                  ;;628;791;628;791;;;0.03;0.13;0;1;;230;30/11/2010;24/11/2009;31/12/2009
BAENP ;BAENP-2TXF-1        ;LT  230 kV EUNAPOLIS            / TEIX FREITAS II      C N5 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;004/2008  ;750;890;750;890;;;2.61;13.67;25;152;;230;31/12/2009;26/05/2019;19/05/2019
BACMQ ;BACMQ-5JDM-1SE      ;LT  500 kV CAMACARI IV          / JARDIM               C V7 BA/SE       ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;005/2009  ;2524;3180;2524;3180;;;0.23;3.15;323;250;;500;30/09/2007;19/11/2012;19/11/2012
BACMD ;BACMD-5CMQ-1        ;LT  500 kV CAMACARI II          / CAMACARI IV          C L6 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;005/2009  ;2524;3180;2524;3180;;;0.00;0.03;0;0;;500;30/09/2007;19/11/2012;19/11/2012
BATMB ;BATMB-2GVM-2        ;LT  230 kV TOMBA                / G.MANGABEIRA         C S1 BA          ;LTR;BASICA         ;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S.A.                  ;2920/11   ;631;795;631;795;;;0.81;3.52;9;38;;230;31/10/2009;31/01/2016;24/02/2016
BAJGR ;BAJGR-2SNB-1        ;LT  230 kV JAGUARARI-SE         / SR.BONFIM II         C L1 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;2173/09   ;631;795;631;795;;;1.48;7.57;14;87;;230;30/09/2007;19/03/2012;26/02/2012
BAJGR ;BAJGR-2JZD-1        ;LT  230 kV JAGUARARI-SE         / JUAZEIRO II          C N1 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;2173/09   ;631;795;631;795;;;1.60;8.17;15;80;;230;30/09/2007;05/03/2012;26/02/2012
PEPRD ;PEPRD-0UTCB1        ;LT   69 kV PIRAPAMA II          / TERMOCABO            C P1 PE          ;LTR;COMPLEMENTAR   ;Termocabo LTDA                                                 ;;;;;;;;0.01;0.01;0;0;;69;;01/01/2008;01/01/2008
TOUHET;TOUHET5IZ--1MA      ;LT  500 kV ESTREITO             / IMPERATRIZ           C 1  MA          ;LTR;COMPLEMENTAR   ;Companhia Energética Estreito                                  ;;;;;;;;0.09;1.48;188;140;;500;;28/03/2011;30/04/2011
PESUD ;PESUD-2SUT-1        ;LT  230 kV SUAPE II             / SUAPE III            C Z5 PE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;006/2008  ;1355;1620;1355;1620;;;0.03;0.25;1;4;;230;31/07/2009;10/12/2012;16/12/2012
PESUT ;PESUT-2UTPE2        ;LT  230 kV SUAPE III            / TERMOPERNAMBU        C S2 PE          ;LTR;COMPLEMENTAR   ;Termopernambuco S/A                                            ;006/2008  ;;;;;;;0.05;0.37;1;5;;230;31/07/2009;07/08/2012;31/08/2012
PESUD ;PESUD-2SUT-2        ;LT  230 kV SUAPE II             / SUAPE III            C Z6 PE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;006/2008  ;1355;1620;1355;1620;;;0.03;0.25;1;4;;230;31/07/2009;08/12/2012;16/12/2012
PEPRD ;PEPRD-2SUD-1        ;LT  230 kV PIRAPAMA II          / SUAPE II             C Z7 PE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;006/2008  ;1355;1620;1355;1620;;;0.19;1.38;5;20;;230;31/07/2009;20/01/2015;16/12/2012
PEPRD ;PEPRD-2SUD-2        ;LT  230 kV PIRAPAMA II          / SUAPE II             C Z8 PE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;006/2008  ;1355;1620;1355;1620;;;0.19;1.38;5;20;;230;31/07/2009;08/12/2012;16/12/2012
PERCD ;PERCD-5SUD-1        ;LT  500 kV RECIFE II            / SUAPE II             C L7 PE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;006/2008  ;2524;3180;2500;2500;BB;BB;0.05;0.58;61;111;;500;31/07/2009;17/12/2012;16/12/2012
ALMSI ;ALMSI-5SUD-1PE      ;LT  500 kV MESSIAS              / SUAPE II             C V2 AL/PE       ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;006/2008  ;2524;3180;2500;2500;BB;BB;0.18;2.17;235;110;;500;31/07/2009;17/12/2012;16/12/2012
MABAL ;MABAL-2RGV-1PI      ;LT  230 kV BALSAS               / RIB.GONCALVES        C 1  MA/PI       ;LTR;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;006/2008  ;510;630;510;630;;;1.52;8.72;17;95;;230;31/12/2009;04/12/2011;30/11/2011
PBCGD ;PBCGD-2CTM-1        ;LT  230 kV C.GRANDE II          / COTEMINAS            C C3 PB          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;1868/09   ;1262;1590;1200;1200;CH;CH;0.02;0.17;1;2;;230;;18/12/2009;30/11/2009
PEPFE ;PEPFE-2SRD-1PB      ;LT  230 kV PAU FERRO            / SANTA RITA II        C F9 PE/PB       ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2009  ;1600;1882;1600;1882;;;0.78;5.59;21;97;;230;31/12/2009;30/01/2021;13/01/2021
PIRGO ;PIRGV-5SJI-2        ;LT  500 kV RIB.GONCALVES        / S.JOAO PIAUI         C L3 PI          ;LTR;BASICA         ;INTERLIGAÇÃO ELÉTRICA NORTE E NORDESTE S.A                     ;004/2007  ;2300;2900;2300;2900;;;0.26;3.68;528;353;;500;30/06/2009;20/12/2010;01/12/2010
BAPAF ;BAPAF-2UST-4        ;LT  230 kV P.AFONSO III         / P. AFONSO III        C 13 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;;;;;;0.10;0.10;0;1;;230;;31/12/1990;
MALD  ;MALD--2LT--1        ;LT  230 kV SAO LUIS II          / SAO LUIS III         C 1  MA          ;LTR;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;004/2007  ;1104;1534;1104;1534;;;0.30;2.14;10;36;;230;31/07/2008;30/05/2010;31/05/2010
PEBGI ;PEBGI-2VZD-3        ;LT  230 kV BONGI                / JOAIRAM              C V6 PE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;131;631;795;631;631;;LT - Altura Seg. ;0.12;0.61;1;6;;230;31/07/2005;03/09/2006;03/09/2006
PERCD ;PERCD-2VZD-3        ;LT  230 kV RECIFE II            / JOAIRAM              C V3 PE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;131;880;880;880;880;;;0.13;0.72;1;7;;230;31/07/2005;03/09/2006;17/12/2007
PEBGI ;PEBGI-2VZD-1        ;LT  230 kV BONGI                / JOAIRAM              C V4 PE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;131;631;795;631;631;;LT - Altura Seg.;0.11;0.62;1;6;;230;31/07/2005;10/07/2006;30/07/2006
PERCD ;PERCD-2VZD-1        ;LT  230 kV RECIFE II            / JOAIRAM              C V1 PE          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;131;880;880;880;880;;;0.14;0.76;1;8;;230;31/07/2005;09/07/2006;17/12/2007
BAPAQ ;BAPAQ-5USQ-6        ;LT  500 kV P. AFONSO IV_SE      / P. AFONSO IV         C G6 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;;;;;;0.02;0.02;0;1;;500;;31/12/1990;
BAPAQ ;BAPAQ-5USQ-5        ;LT  500 kV P. AFONSO IV_SE      / P. AFONSO IV         C G5 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;;;;;;0.02;0.02;0;1;;500;;31/12/1990;
BAPAQ ;BAPAQ-5USQ-1        ;LT  500 kV P. AFONSO IV_SE      / P. AFONSO IV         C G1 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;;;;;;0.02;0.02;0;1;;500;;31/12/1990;
BAPAQ ;BAPAQ-5USQ-2        ;LT  500 kV P. AFONSO IV_SE      / P. AFONSO IV         C G2 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;;;;;;0.02;0.02;0;1;;500;;31/12/1990;
BAPAQ ;BAPAQ-5USQ-3        ;LT  500 kV P. AFONSO IV_SE      / P. AFONSO IV         C G3 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;;;;;;0.02;0.02;0;1;;500;;31/12/1990;
BAPAF ;BAPAF-2UST-3        ;LT  230 kV P.AFONSO III         / P. AFONSO III        C 12 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;;;;;;0.10;0.10;0;1;;230;;31/12/1990;
BAPAF ;BAPAF-2UST-2        ;LT  230 kV P.AFONSO III         / P. AFONSO III        C 11 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;;;;;;0.10;0.10;0;1;;230;;31/12/1990;
BAPAF ;BAPAF-2UST-1        ;LT  230 kV P.AFONSO III         / P. AFONSO III        C 10 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;;;;;;0.10;0.10;0;1;;230;;31/12/1990;
BAPAF ;BAPAF-2USU-1        ;LT  230 kV P.AFONSO III         / P. AFONSO I          C J1 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;;;;;;0.10;0.10;0;1;;230;;31/12/1990;
PISJI ;PISJI-5BEA-1        ;LT  500 kV S.JOAO PIAUI         / B. ESPERANCA         C C6 PI          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;2000;2520;2000;2500;;BB;0.22;2.97;302;234;;500;;31/12/1990;
MAMR  ;MAMR--5PD--2        ;LT  500 kV MIRANDA II           / P.DUTRA              C 2  MA          ;LTR;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;006/2008  ;3000;3780;3000;3000;;Disj e chav sec;0.14;2.07;303;196;;500;28/02/2006;28/11/2010;07/11/2010
BAPAF ;BAPAF-2ZBU-2AL      ;LT  230 kV P.AFONSO III         / ZEBU                 C Z2 BA/AL       ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2009  ;631;795;631;795;;;0.10;0.52;1;6;;230;31/03/2008;16/08/2012;26/07/2012
BAPAF ;BAPAF-2ZBU-1AL      ;LT  230 kV P.AFONSO III         / ZEBU                 C Z1 BA/AL       ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2009  ;631;795;631;795;;;0.10;0.52;1;6;;230;30/06/2005;30/07/2012;26/07/2012
RNNTS ;RNNTS-2NTD-2        ;LT  230 kV NATAL III            / NATAL II             C N4 RN          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2009  ;1262;1590;1262;1590;;;0.11;0.77;3;12;;230;31/07/2006;26/08/2012;31/08/2012
RNNTS ;RNNTS-2NTD-1        ;LT  230 kV NATAL III            / NATAL II             C N3 RN          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;001/2009  ;1262;1590;1262;1590;;;0.11;0.77;3;12;;230;31/07/2006;02/09/2012;31/08/2012
PBCGD ;PBCGD-2PRS-2RN      ;LT  230 kV C.GRANDE II          / PARAISO              C V1 PB/RN       ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;939/07    ;631;795;631;795;;;2.16;11.06;21;118;;230;31/12/2007;19/12/2009;13/12/2009
